"run","all_cause_isolation","susceptibility","handHygieneIntervention","transferFractionRandom","importationSurge","isolateOnSuspicion","decayRate","extra_samples","randomSeed","ppeIsolationAdherenceProb","terminalRoomCleaning","output_event_file","scenario","surfaceTransferFraction","postVisitCleaning","roomCleaningEfficacy","universalPpe","surveillanceSensitivity","surveillance","ppeEfficacy","surveillanceSpecificity","decayRandom"
447,0.2,0.0045,0.0,1,0.0,0,0.17503650579601526,446,-803694046,0.6,0.8,"false",0,0.06363103212788701,0,0.5,"false",0.95,"false",0.9,0.7,1
463,0.2,0.0045,0.0,1,0.0,0,0.17129079811275005,462,-803534427,0.6,0.8,"false",0,0.542266895994544,0,0.5,"false",0.95,"false",0.9,0.7,1
479,0.2,0.0045,0.0,1,0.0,0,0.915675240335986,478,-803304145,0.6,0.8,"false",0,0.46197643387131393,0,0.5,"false",0.95,"false",0.9,0.7,1
495,0.2,0.0045,0.0,1,0.0,0,0.024075290421023965,494,-803136789,0.6,0.8,"false",0,0.5753559770528227,0,0.5,"false",0.95,"false",0.9,0.7,1
511,0.2,0.0045,0.0,1,0.0,0,0.6862861069384962,510,-802862246,0.6,0.8,"false",0,0.8221867270767689,0,0.5,"false",0.95,"false",0.9,0.7,1
527,0.2,0.0045,0.0,1,0.0,0,0.8587272313889116,526,-802632531,0.6,0.8,"false",0,0.6871400200761855,0,0.5,"false",0.95,"false",0.9,0.7,1
543,0.2,0.0045,0.0,1,0.0,0,0.16358652897179127,542,-802473320,0.6,0.8,"false",0,0.8657780541107059,0,0.5,"false",0.95,"false",0.9,0.7,1
559,0.2,0.0045,0.0,1,0.0,0,0.5484021943993866,558,-802209358,0.6,0.8,"false",0,0.7970421442296356,0,0.5,"false",0.95,"false",0.9,0.7,1
575,0.2,0.0045,0.0,1,0.0,0,0.4938052874058485,574,-801982218,0.6,0.8,"false",0,0.043580975849181414,0,0.5,"false",0.95,"false",0.9,0.7,1
591,0.2,0.0045,0.0,1,0.0,0,0.3392446443904191,590,-801858451,0.6,0.8,"false",0,0.06531350081786513,0,0.5,"false",0.95,"false",0.9,0.7,1
607,0.2,0.0045,0.0,1,0.0,0,0.6001239148899913,606,-801717992,0.6,0.8,"false",0,0.3126093677710742,0,0.5,"false",0.95,"false",0.9,0.7,1
623,0.2,0.0045,0.0,1,0.0,0,0.6597464943770319,622,-801558713,0.6,0.8,"false",0,0.022335859015583992,0,0.5,"false",0.95,"false",0.9,0.7,1
639,0.2,0.0045,0.0,1,0.0,0,0.41720396163873374,638,-801435571,0.6,0.8,"false",0,0.6592152628581971,0,0.5,"false",0.95,"false",0.9,0.7,1
655,0.2,0.0045,0.0,1,0.0,0,0.042031944496557117,654,-801218218,0.6,0.8,"false",0,0.5338417408056557,0,0.5,"false",0.95,"false",0.9,0.7,1
671,0.2,0.0045,0.0,1,0.0,0,0.8224973855540156,670,-800960092,0.6,0.8,"false",0,0.6480321534909308,0,0.5,"false",0.95,"false",0.9,0.7,1
687,0.2,0.0045,0.0,1,0.0,0,0.30748054734431207,686,-800762107,0.6,0.8,"false",0,0.9637833344750106,0,0.5,"false",0.95,"false",0.9,0.7,1
703,0.2,0.0045,0.0,1,0.0,0,0.9598843075800687,702,-800513874,0.6,0.8,"false",0,0.34709472255781293,0,0.5,"false",0.95,"false",0.9,0.7,1
719,0.2,0.0045,0.0,1,0.0,0,0.10886185872368515,718,-800355059,0.6,0.8,"false",0,0.6794239114969969,0,0.5,"false",0.95,"false",0.9,0.7,1
735,0.2,0.0045,0.0,1,0.0,0,0.3876647059805691,734,-800104774,0.6,0.8,"false",0,0.9965369459241629,0,0.5,"false",0.95,"false",0.9,0.7,1
751,0.2,0.0045,0.0,1,0.0,0,0.1231118212454021,750,-799866396,0.6,0.8,"false",0,0.6191408499144018,0,0.5,"false",0.95,"false",0.9,0.7,1
767,0.2,0.0045,0.0,1,0.0,0,0.797293797833845,766,-799611038,0.6,0.8,"false",0,0.5778025886975229,0,0.5,"false",0.95,"false",0.9,0.7,1
783,0.2,0.0045,0.0,1,0.0,0,0.2175578388851136,782,-799414232,0.6,0.8,"false",0,0.9478214629925787,0,0.5,"false",0.95,"false",0.9,0.7,1
799,0.2,0.0045,0.0,1,0.0,0,0.24768448621034622,798,-799152143,0.6,0.8,"false",0,0.31780566461384296,0,0.5,"false",0.95,"false",0.9,0.7,1
815,0.2,0.0045,0.0,1,0.0,0,0.6408199979923666,814,-798944269,0.6,0.8,"false",0,0.13881700159981847,0,0.5,"false",0.95,"false",0.9,0.7,1
831,0.2,0.0045,0.0,1,0.0,0,0.7722786320373416,830,-798797642,0.6,0.8,"false",0,0.9805737535934895,0,0.5,"false",0.95,"false",0.9,0.7,1
847,0.2,0.0045,0.0,1,0.0,0,0.8161950623616576,846,-798575964,0.6,0.8,"false",0,0.7271656992379576,0,0.5,"false",0.95,"false",0.9,0.7,1
863,0.2,0.0045,0.0,1,0.0,0,0.1385552401188761,862,-798361248,0.6,0.8,"false",0,0.30316875595599413,0,0.5,"false",0.95,"false",0.9,0.7,1
879,0.2,0.0045,0.0,1,0.0,0,0.561963427811861,878,-798156177,0.6,0.8,"false",0,0.1684007637668401,0,0.5,"false",0.95,"false",0.9,0.7,1
895,0.2,0.0045,0.0,1,0.0,0,0.4548040295485407,894,-798012275,0.6,0.8,"false",0,0.7257774109020829,0,0.5,"false",0.95,"false",0.9,0.7,1
911,0.2,0.0045,0.0,1,0.0,0,0.5841936285141855,910,-797762535,0.6,0.8,"false",0,0.4121071049012244,0,0.5,"false",0.95,"false",0.9,0.7,1
927,0.2,0.0045,0.0,1,0.0,0,0.49788745190016925,926,-797578959,0.6,0.8,"false",0,0.4318270911462605,0,0.5,"false",0.95,"false",0.9,0.7,1
943,0.2,0.0045,0.0,1,0.0,0,0.18471502722240984,942,-797375009,0.6,0.8,"false",0,0.9211819472257048,0,0.5,"false",0.95,"false",0.9,0.7,1
959,0.2,0.0045,0.0,1,0.0,0,0.4170938809402287,958,-797125730,0.6,0.8,"false",0,0.09000088763423264,0,0.5,"false",0.95,"false",0.9,0.7,1
975,0.2,0.0045,0.0,1,0.0,0,0.9093166212551296,974,-797001627,0.6,0.8,"false",0,0.7449865457601845,0,0.5,"false",0.95,"false",0.9,0.7,1
991,0.2,0.0045,0.0,1,0.0,0,0.6736877651419491,990,-796838383,0.6,0.8,"false",0,0.5312544058542699,0,0.5,"false",0.95,"false",0.9,0.7,1
9,0.2,0.0045,0.0,1,0.0,0,0.8491536865476519,8,-808806729,0.6,0.8,"false",0,0.45162554318085313,0,0.5,"false",0.95,"false",0.9,0.7,1
25,0.2,0.0045,0.0,1,0.0,0,0.4106450357940048,24,-808658191,0.6,0.8,"false",0,0.70990627608262,0,0.5,"false",0.95,"false",0.9,0.7,1
41,0.2,0.0045,0.0,1,0.0,0,0.6141830685082823,40,-808430440,0.6,0.8,"false",0,0.0726563218049705,0,0.5,"false",0.95,"false",0.9,0.7,1
57,0.2,0.0045,0.0,1,0.0,0,0.564993997104466,56,-808293900,0.6,0.8,"false",0,0.21616223454475403,0,0.5,"false",0.95,"false",0.9,0.7,1
73,0.2,0.0045,0.0,1,0.0,0,0.8869407391175628,72,-808159787,0.6,0.8,"false",0,0.4384545728098601,0,0.5,"false",0.95,"false",0.9,0.7,1
89,0.2,0.0045,0.0,1,0.0,0,0.766948957927525,88,-807983906,0.6,0.8,"false",0,0.45302138524129987,0,0.5,"false",0.95,"false",0.9,0.7,1
105,0.2,0.0045,0.0,1,0.0,0,0.17421656544320285,104,-807806258,0.6,0.8,"false",0,0.9642351984512061,0,0.5,"false",0.95,"false",0.9,0.7,1
121,0.2,0.0045,0.0,1,0.0,0,0.12004652223549783,120,-807556508,0.6,0.8,"false",0,0.294071352109313,0,0.5,"false",0.95,"false",0.9,0.7,1
137,0.2,0.0045,0.0,1,0.0,0,0.29811128741130233,136,-807363176,0.6,0.8,"false",0,0.5891833207570016,0,0.5,"false",0.95,"false",0.9,0.7,1
153,0.2,0.0045,0.0,1,0.0,0,0.9485398312099278,152,-807143751,0.6,0.8,"false",0,0.37283301213756204,0,0.5,"false",0.95,"false",0.9,0.7,1
169,0.2,0.0045,0.0,1,0.0,0,0.9526891838759184,168,-806994635,0.6,0.8,"false",0,0.03553722891956568,0,0.5,"false",0.95,"false",0.9,0.7,1
185,0.2,0.0045,0.0,1,0.0,0,0.5883114002645016,184,-806865158,0.6,0.8,"false",0,0.40285959420725703,0,0.5,"false",0.95,"false",0.9,0.7,1
201,0.2,0.0045,0.0,1,0.0,0,0.5022044510114938,200,-806715926,0.6,0.8,"false",0,0.2920939149335027,0,0.5,"false",0.95,"false",0.9,0.7,1
217,0.2,0.0045,0.0,1,0.0,0,0.22308491868898273,216,-806563506,0.6,0.8,"false",0,0.4499887558631599,0,0.5,"false",0.95,"false",0.9,0.7,1
233,0.2,0.0045,0.0,1,0.0,0,0.9970111823640764,232,-806338568,0.6,0.8,"false",0,0.7151922122575343,0,0.5,"false",0.95,"false",0.9,0.7,1
249,0.2,0.0045,0.0,1,0.0,0,0.27529148617759347,248,-806144757,0.6,0.8,"false",0,0.3686877037398517,0,0.5,"false",0.95,"false",0.9,0.7,1
265,0.2,0.0045,0.0,1,0.0,0,0.9201950209680945,264,-805942489,0.6,0.8,"false",0,0.1748822764493525,0,0.5,"false",0.95,"false",0.9,0.7,1
281,0.2,0.0045,0.0,1,0.0,0,0.6552314604632556,280,-805791260,0.6,0.8,"false",0,0.4588280913885683,0,0.5,"false",0.95,"false",0.9,0.7,1
297,0.2,0.0045,0.0,1,0.0,0,0.25603630882687867,296,-805624642,0.6,0.8,"false",0,0.2999508292414248,0,0.5,"false",0.95,"false",0.9,0.7,1
313,0.2,0.0045,0.0,1,0.0,0,0.6908444685395807,312,-805433148,0.6,0.8,"false",0,0.07662849687039852,0,0.5,"false",0.95,"false",0.9,0.7,1
329,0.2,0.0045,0.0,1,0.0,0,0.527006414718926,328,-805292095,0.6,0.8,"false",0,0.45034179580397904,0,0.5,"false",0.95,"false",0.9,0.7,1
345,0.2,0.0045,0.0,1,0.0,0,0.8268584799952805,344,-805131870,0.6,0.8,"false",0,0.0652880675625056,0,0.5,"false",0.95,"false",0.9,0.7,1
361,0.2,0.0045,0.0,1,0.0,0,0.17978713777847588,360,-805007418,0.6,0.8,"false",0,0.7545264579821378,0,0.5,"false",0.95,"false",0.9,0.7,1
377,0.2,0.0045,0.0,1,0.0,0,0.3908176925033331,376,-804761738,0.6,0.8,"false",0,0.8699502854142338,0,0.5,"false",0.95,"false",0.9,0.7,1
393,0.2,0.0045,0.0,1,0.0,0,0.632394430693239,392,-804515975,0.6,0.8,"false",0,0.6932220852468163,0,0.5,"false",0.95,"false",0.9,0.7,1
409,0.2,0.0045,0.0,1,0.0,0,0.6795801781117916,408,-804287313,0.6,0.8,"false",0,0.584589981706813,0,0.5,"false",0.95,"false",0.9,0.7,1
425,0.2,0.0045,0.0,1,0.0,0,0.9509694273583591,424,-804112094,0.6,0.8,"false",0,0.13338062330149114,0,0.5,"false",0.95,"false",0.9,0.7,1
441,0.2,0.0045,0.0,1,0.0,0,0.17580883973278105,440,-803971646,0.6,0.8,"false",0,0.9165071761235595,0,0.5,"false",0.95,"false",0.9,0.7,1
457,0.2,0.0045,0.0,1,0.0,0,0.01966075669042766,456,-803725852,0.6,0.8,"false",0,0.0032645706087350845,0,0.5,"false",0.95,"false",0.9,0.7,1
473,0.2,0.0045,0.0,1,0.0,0,0.6143389949575067,472,-803596901,0.6,0.8,"false",0,0.7833090592175722,0,0.5,"false",0.95,"false",0.9,0.7,1
489,0.2,0.0045,0.0,1,0.0,0,0.3602341297082603,488,-803387346,0.6,0.8,"false",0,0.4061989977490157,0,0.5,"false",0.95,"false",0.9,0.7,1
505,0.2,0.0045,0.0,1,0.0,0,0.8671502289362252,504,-803183808,0.6,0.8,"false",0,0.35046141943894327,0,0.5,"false",0.95,"false",0.9,0.7,1
521,0.2,0.0045,0.0,1,0.0,0,0.045453178929165006,520,-803007871,0.6,0.8,"false",0,0.7139442192856222,0,0.5,"false",0.95,"false",0.9,0.7,1
537,0.2,0.0045,0.0,1,0.0,0,0.013308950699865818,536,-802749125,0.6,0.8,"false",0,0.3324499318841845,0,0.5,"false",0.95,"false",0.9,0.7,1
553,0.2,0.0045,0.0,1,0.0,0,0.5984753998927772,552,-802519292,0.6,0.8,"false",0,0.9227863764390349,0,0.5,"false",0.95,"false",0.9,0.7,1
569,0.2,0.0045,0.0,1,0.0,0,0.5720652614254504,568,-802317842,0.6,0.8,"false",0,0.5922290466260165,0,0.5,"false",0.95,"false",0.9,0.7,1
585,0.2,0.0045,0.0,1,0.0,0,0.3989593421574682,584,-802113016,0.6,0.8,"false",0,0.275601054308936,0,0.5,"false",0.95,"false",0.9,0.7,1
601,0.2,0.0045,0.0,1,0.0,0,0.760713851545006,600,-801922704,0.6,0.8,"false",0,0.25711941393092275,0,0.5,"false",0.95,"false",0.9,0.7,1
617,0.2,0.0045,0.0,1,0.0,0,0.8281361907720566,616,-801777375,0.6,0.8,"false",0,0.3363895749207586,0,0.5,"false",0.95,"false",0.9,0.7,1
633,0.2,0.0045,0.0,1,0.0,0,0.8048392254859209,632,-801624461,0.6,0.8,"false",0,0.42397119756788015,0,0.5,"false",0.95,"false",0.9,0.7,1
649,0.2,0.0045,0.0,1,0.0,0,0.9718990158289671,648,-801465209,0.6,0.8,"false",0,0.0957701108418405,0,0.5,"false",0.95,"false",0.9,0.7,1
665,0.2,0.0045,0.0,1,0.0,0,0.2975386290345341,664,-801336678,0.6,0.8,"false",0,0.46298121358267963,0,0.5,"false",0.95,"false",0.9,0.7,1
681,0.2,0.0045,0.0,1,0.0,0,0.30236994149163365,680,-801127101,0.6,0.8,"false",0,0.7542317174375057,0,0.5,"false",0.95,"false",0.9,0.7,1
697,0.2,0.0045,0.0,1,0.0,0,0.5912174449767917,696,-800880789,0.6,0.8,"false",0,0.8325846132356673,0,0.5,"false",0.95,"false",0.9,0.7,1
713,0.2,0.0045,0.0,1,0.0,0,0.33786147413775325,712,-800648038,0.6,0.8,"false",0,0.19873995264060795,0,0.5,"false",0.95,"false",0.9,0.7,1
729,0.2,0.0045,0.0,1,0.0,0,0.6458312093745917,728,-800479619,0.6,0.8,"false",0,0.01645217789337039,0,0.5,"false",0.95,"false",0.9,0.7,1
745,0.2,0.0045,0.0,1,0.0,0,0.36066701798699796,744,-800352607,0.6,0.8,"false",0,0.5244344673119485,0,0.5,"false",0.95,"false",0.9,0.7,1
761,0.2,0.0045,0.0,1,0.0,0,0.3642518948763609,760,-800149989,0.6,0.8,"false",0,0.9168608181644231,0,0.5,"false",0.95,"false",0.9,0.7,1
777,0.2,0.0045,0.0,1,0.0,0,0.4452735304366797,776,-799899750,0.6,0.8,"false",0,0.3614557534456253,0,0.5,"false",0.95,"false",0.9,0.7,1
793,0.2,0.0045,0.0,1,0.0,0,0.2511405893601477,792,-799723825,0.6,0.8,"false",0,0.0875933994539082,0,0.5,"false",0.95,"false",0.9,0.7,1
809,0.2,0.0045,0.0,1,0.0,0,0.4106652431655675,808,-799585288,0.6,0.8,"false",0,0.3474062264431268,0,0.5,"false",0.95,"false",0.9,0.7,1
825,0.2,0.0045,0.0,1,0.0,0,0.937730087665841,824,-799412229,0.6,0.8,"false",0,0.2229344032239169,0,0.5,"false",0.95,"false",0.9,0.7,1
841,0.2,0.0045,0.0,1,0.0,0,0.697552632773295,840,-799262809,0.6,0.8,"false",0,0.9028810085728765,0,0.5,"false",0.95,"false",0.9,0.7,1
857,0.2,0.0045,0.0,1,0.0,0,0.5196877061389387,856,-799082305,0.6,0.8,"false",0,0.134147469419986,0,0.5,"false",0.95,"false",0.9,0.7,1
873,0.2,0.0045,0.0,1,0.0,0,0.8043313105590641,872,-798950442,0.6,0.8,"false",0,0.7735551779624075,0,0.5,"false",0.95,"false",0.9,0.7,1
889,0.2,0.0045,0.0,1,0.0,0,0.39063967834226787,888,-798773468,0.6,0.8,"false",0,0.8543653646484017,0,0.5,"false",0.95,"false",0.9,0.7,1
905,0.2,0.0045,0.0,1,0.0,0,0.559180157026276,904,-798542992,0.6,0.8,"false",0,0.924924164544791,0,0.5,"false",0.95,"false",0.9,0.7,1
921,0.2,0.0045,0.0,1,0.0,0,0.9914807009045035,920,-798327041,0.6,0.8,"false",0,0.08706135861575603,0,0.5,"false",0.95,"false",0.9,0.7,1
937,0.2,0.0045,0.0,1,0.0,0,0.4773311906028539,936,-798193643,0.6,0.8,"false",0,0.9231070540845394,0,0.5,"false",0.95,"false",0.9,0.7,1
953,0.2,0.0045,0.0,1,0.0,0,0.6478685210458934,952,-797995612,0.6,0.8,"false",0,0.6325989870820194,0,0.5,"false",0.95,"false",0.9,0.7,1
969,0.2,0.0045,0.0,1,0.0,0,0.6120332218706608,968,-797822098,0.6,0.8,"false",0,0.8387368870899081,0,0.5,"false",0.95,"false",0.9,0.7,1
985,0.2,0.0045,0.0,1,0.0,0,0.7119697923772037,984,-797627349,0.6,0.8,"false",0,0.7513864049687982,0,0.5,"false",0.95,"false",0.9,0.7,1
1001,0.2,0.0045,0.0,1,0.0,0,0.7811575415544212,1000,-797433876,0.6,0.8,"false",0,0.3324987555388361,0,0.5,"false",0.95,"false",0.9,0.7,1
4,0.2,0.0045,0.0,1,0.0,0,0.2219418529421091,3,-808805053,0.6,0.8,"false",0,0.6475634111557156,0,0.5,"false",0.95,"false",0.9,0.7,1
20,0.2,0.0045,0.0,1,0.0,0,0.8169937888160348,19,-808601127,0.6,0.8,"false",0,0.42313336208462715,0,0.5,"false",0.95,"false",0.9,0.7,1
36,0.2,0.0045,0.0,1,0.0,0,0.28998665092512965,35,-808431721,0.6,0.8,"false",0,0.47348655527457595,0,0.5,"false",0.95,"false",0.9,0.7,1
52,0.2,0.0045,0.0,1,0.0,0,0.8478157534264028,51,-808221420,0.6,0.8,"false",0,0.22506108763627708,0,0.5,"false",0.95,"false",0.9,0.7,1
68,0.2,0.0045,0.0,1,0.0,0,0.5424878848716617,67,-808061058,0.6,0.8,"false",0,0.9958687662146986,0,0.5,"false",0.95,"false",0.9,0.7,1
84,0.2,0.0045,0.0,1,0.0,0,0.6974499125499278,83,-807828070,0.6,0.8,"false",0,0.6486484343186021,0,0.5,"false",0.95,"false",0.9,0.7,1
100,0.2,0.0045,0.0,1,0.0,0,0.1723298782017082,99,-807628807,0.6,0.8,"false",0,0.042381622828543186,0,0.5,"false",0.95,"false",0.9,0.7,1
116,0.2,0.0045,0.0,1,0.0,0,0.985899499617517,115,-807488016,0.6,0.8,"false",0,0.6155855632387102,0,0.5,"false",0.95,"false",0.9,0.7,1
132,0.2,0.0045,0.0,1,0.0,0,0.7942920825444162,131,-807342857,0.6,0.8,"false",0,0.6571066596079618,0,0.5,"false",0.95,"false",0.9,0.7,1
148,0.2,0.0045,0.0,1,0.0,0,0.4760545182507485,147,-807136905,0.6,0.8,"false",0,0.2586408902425319,0,0.5,"false",0.95,"false",0.9,0.7,1
164,0.2,0.0045,0.0,1,0.0,0,0.3869116648565978,163,-806961896,0.6,0.8,"false",0,0.6483882837928832,0,0.5,"false",0.95,"false",0.9,0.7,1
180,0.2,0.0045,0.0,1,0.0,0,0.02238752250559628,179,-806719849,0.6,0.8,"false",0,0.09071238106116652,0,0.5,"false",0.95,"false",0.9,0.7,1
196,0.2,0.0045,0.0,1,0.0,0,0.03739666473120451,195,-806558403,0.6,0.8,"false",0,0.5151553137693554,0,0.5,"false",0.95,"false",0.9,0.7,1
212,0.2,0.0045,0.0,1,0.0,0,0.5036420910619199,211,-806307976,0.6,0.8,"false",0,0.15693312231451273,0,0.5,"false",0.95,"false",0.9,0.7,1
228,0.2,0.0045,0.0,1,0.0,0,0.7839895649813116,227,-806156198,0.6,0.8,"false",0,0.5082164080813527,0,0.5,"false",0.95,"false",0.9,0.7,1
244,0.2,0.0045,0.0,1,0.0,0,0.42021239339374006,243,-805973579,0.6,0.8,"false",0,0.8624484178144485,0,0.5,"false",0.95,"false",0.9,0.7,1
260,0.2,0.0045,0.0,1,0.0,0,0.6035810054745525,259,-805730417,0.6,0.8,"false",0,0.3143026411999017,0,0.5,"false",0.95,"false",0.9,0.7,1
276,0.2,0.0045,0.0,1,0.0,0,0.43588172434829175,275,-805552614,0.6,0.8,"false",0,0.21422992506995797,0,0.5,"false",0.95,"false",0.9,0.7,1
292,0.2,0.0045,0.0,1,0.0,0,0.624385335482657,291,-805397943,0.6,0.8,"false",0,0.9697049055248499,0,0.5,"false",0.95,"false",0.9,0.7,1
308,0.2,0.0045,0.0,1,0.0,0,0.6070879383478314,307,-805174654,0.6,0.8,"false",0,0.5125578574370593,0,0.5,"false",0.95,"false",0.9,0.7,1
324,0.2,0.0045,0.0,1,0.0,0,0.7120836016256362,323,-804974519,0.6,0.8,"false",0,0.6527155188377947,0,0.5,"false",0.95,"false",0.9,0.7,1
340,0.2,0.0045,0.0,1,0.0,0,0.7903717930894345,339,-804788976,0.6,0.8,"false",0,0.12916872696951032,0,0.5,"false",0.95,"false",0.9,0.7,1
356,0.2,0.0045,0.0,1,0.0,0,0.33408785331994295,355,-804651174,0.6,0.8,"false",0,0.9774976568296552,0,0.5,"false",0.95,"false",0.9,0.7,1
372,0.2,0.0045,0.0,1,0.0,0,0.1592862692195922,371,-804399993,0.6,0.8,"false",0,0.05031538219191134,0,0.5,"false",0.95,"false",0.9,0.7,1
388,0.2,0.0045,0.0,1,0.0,0,0.7855558164883405,387,-804268982,0.6,0.8,"false",0,0.9990923563018441,0,0.5,"false",0.95,"false",0.9,0.7,1
404,0.2,0.0045,0.0,1,0.0,0,0.0560592885594815,403,-804102403,0.6,0.8,"false",0,0.5918095817323774,0,0.5,"false",0.95,"false",0.9,0.7,1
420,0.2,0.0045,0.0,1,0.0,0,0.1414850759319961,419,-803857331,0.6,0.8,"false",0,0.15231023263186216,0,0.5,"false",0.95,"false",0.9,0.7,1
436,0.2,0.0045,0.0,1,0.0,0,0.3755964126903564,435,-803667842,0.6,0.8,"false",0,0.9302139587234706,0,0.5,"false",0.95,"false",0.9,0.7,1
452,0.2,0.0045,0.0,1,0.0,0,0.18114514811895788,451,-803410811,0.6,0.8,"false",0,0.5487984765786678,0,0.5,"false",0.95,"false",0.9,0.7,1
468,0.2,0.0045,0.0,1,0.0,0,0.9507980947382748,467,-803149973,0.6,0.8,"false",0,0.26285429624840617,0,0.5,"false",0.95,"false",0.9,0.7,1
484,0.2,0.0045,0.0,1,0.0,0,0.9001020949799567,483,-802996428,0.6,0.8,"false",0,0.7384884646162391,0,0.5,"false",0.95,"false",0.9,0.7,1
500,0.2,0.0045,0.0,1,0.0,0,0.2691068009007722,499,-802813986,0.6,0.8,"false",0,0.5069527057930827,0,0.5,"false",0.95,"false",0.9,0.7,1
516,0.2,0.0045,0.0,1,0.0,0,0.10366704710759223,515,-802583652,0.6,0.8,"false",0,0.17626676708459854,0,0.5,"false",0.95,"false",0.9,0.7,1
532,0.2,0.0045,0.0,1,0.0,0,0.7064028973691165,531,-802400468,0.6,0.8,"false",0,0.12905052420683205,0,0.5,"false",0.95,"false",0.9,0.7,1
548,0.2,0.0045,0.0,1,0.0,0,0.48057634965516627,547,-802257998,0.6,0.8,"false",0,0.6662163715809584,0,0.5,"false",0.95,"false",0.9,0.7,1
564,0.2,0.0045,0.0,1,0.0,0,0.8159904582425952,563,-802073829,0.6,0.8,"false",0,0.5851156564895064,0,0.5,"false",0.95,"false",0.9,0.7,1
580,0.2,0.0045,0.0,1,0.0,0,0.2678306645248085,579,-801912878,0.6,0.8,"false",0,0.35166069655679166,0,0.5,"false",0.95,"false",0.9,0.7,1
596,0.2,0.0045,0.0,1,0.0,0,0.513429524609819,595,-801697522,0.6,0.8,"false",0,0.9289400472771376,0,0.5,"false",0.95,"false",0.9,0.7,1
612,0.2,0.0045,0.0,1,0.0,0,0.758307671174407,611,-801466427,0.6,0.8,"false",0,0.5998284823726863,0,0.5,"false",0.95,"false",0.9,0.7,1
628,0.2,0.0045,0.0,1,0.0,0,0.9957150043919683,627,-801277582,0.6,0.8,"false",0,0.1945074659306556,0,0.5,"false",0.95,"false",0.9,0.7,1
644,0.2,0.0045,0.0,1,0.0,0,0.47951718885451555,643,-801131387,0.6,0.8,"false",0,0.6169865836855024,0,0.5,"false",0.95,"false",0.9,0.7,1
660,0.2,0.0045,0.0,1,0.0,0,0.9887780558783561,659,-800903860,0.6,0.8,"false",0,0.97653299709782,0,0.5,"false",0.95,"false",0.9,0.7,1
676,0.2,0.0045,0.0,1,0.0,0,0.7221918595023453,675,-800714029,0.6,0.8,"false",0,0.16982686496339738,0,0.5,"false",0.95,"false",0.9,0.7,1
692,0.2,0.0045,0.0,1,0.0,0,0.8132965306285769,691,-800557792,0.6,0.8,"false",0,0.7917407271452248,0,0.5,"false",0.95,"false",0.9,0.7,1
708,0.2,0.0045,0.0,1,0.0,0,0.7990626434329897,707,-800341116,0.6,0.8,"false",0,0.879296246683225,0,0.5,"false",0.95,"false",0.9,0.7,1
724,0.2,0.0045,0.0,1,0.0,0,0.49466368136927485,723,-800150989,0.6,0.8,"false",0,0.5405845320783556,0,0.5,"false",0.95,"false",0.9,0.7,1
740,0.2,0.0045,0.0,1,0.0,0,0.7996493014506996,739,-799950000,0.6,0.8,"false",0,0.24568636063486338,0,0.5,"false",0.95,"false",0.9,0.7,1
756,0.2,0.0045,0.0,1,0.0,0,0.4379038284532726,755,-799803786,0.6,0.8,"false",0,0.4953313209116459,0,0.5,"false",0.95,"false",0.9,0.7,1
772,0.2,0.0045,0.0,1,0.0,0,0.015528639778494835,771,-799571142,0.6,0.8,"false",0,0.377012946177274,0,0.5,"false",0.95,"false",0.9,0.7,1
788,0.2,0.0045,0.0,1,0.0,0,0.9440437781158835,787,-799316003,0.6,0.8,"false",0,0.0633525534067303,0,0.5,"false",0.95,"false",0.9,0.7,1
804,0.2,0.0045,0.0,1,0.0,0,0.6743617590982467,803,-799175022,0.6,0.8,"false",0,0.772722041234374,0,0.5,"false",0.95,"false",0.9,0.7,1
820,0.2,0.0045,0.0,1,0.0,0,0.48950382554903626,819,-798974453,0.6,0.8,"false",0,0.9190649527590722,0,0.5,"false",0.95,"false",0.9,0.7,1
836,0.2,0.0045,0.0,1,0.0,0,0.8709114983212203,835,-798752731,0.6,0.8,"false",0,0.68630724796094,0,0.5,"false",0.95,"false",0.9,0.7,1
852,0.2,0.0045,0.0,1,0.0,0,0.5970927032176405,851,-798563573,0.6,0.8,"false",0,0.7974995949771255,0,0.5,"false",0.95,"false",0.9,0.7,1
868,0.2,0.0045,0.0,1,0.0,0,0.937711269594729,867,-798351131,0.6,0.8,"false",0,0.0419746704865247,0,0.5,"false",0.95,"false",0.9,0.7,1
884,0.2,0.0045,0.0,1,0.0,0,0.6627235019113868,883,-798210539,0.6,0.8,"false",0,0.683496504323557,0,0.5,"false",0.95,"false",0.9,0.7,1
900,0.2,0.0045,0.0,1,0.0,0,0.16294226120226085,899,-797976523,0.6,0.8,"false",0,0.237564466195181,0,0.5,"false",0.95,"false",0.9,0.7,1
916,0.2,0.0045,0.0,1,0.0,0,0.18225926184095442,915,-797764700,0.6,0.8,"false",0,0.14646072778850794,0,0.5,"false",0.95,"false",0.9,0.7,1
932,0.2,0.0045,0.0,1,0.0,0,0.10332129732705653,931,-797614856,0.6,0.8,"false",0,0.9555182016920298,0,0.5,"false",0.95,"false",0.9,0.7,1
948,0.2,0.0045,0.0,1,0.0,0,0.4836724295746535,947,-797340312,0.6,0.8,"false",0,0.2164176981896162,0,0.5,"false",0.95,"false",0.9,0.7,1
964,0.2,0.0045,0.0,1,0.0,0,0.36586582846939564,963,-797191008,0.6,0.8,"false",0,0.8740320987999439,0,0.5,"false",0.95,"false",0.9,0.7,1
